School Year,County Number,County Name,District Number,District Name,School Number,School Name,School Code,State School Id,NCES ID,CO-OP,CO-OP Code,School Type,Teacher Count,Teacher Turnover Count,Turnover Percent
20232024,030,DAVIESS,145,Daviess County,175,Valley Elementary School,145175,030145175,210147000964,902,GRREC,A6,5,0,0.0
20232024,030,DAVIESS,145,Daviess County,180,Heritage Park High School,145180,030145180,210147000969,902,GRREC,A5,16,4,25.0
20232024,054,HOPKINS,146,Dawson Springs Independent,,All Schools,146000,,,908,WKEC,,45,7,15.6
20232024,054,HOPKINS,146,Dawson Springs Independent,017,Dawson Springs Elementary,146017,054146017,210150002200,908,WKEC,A1,16,3,18.8
20232024,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,908,WKEC,A1,29,4,13.8
20232024,054,HOPKINS,146,Dawson Springs Independent,035,DSISD Virtual Academy,146035,054146035,210150002527,908,WKEC,A5,0,0,0.0
20232024,019,CAMPBELL,147,Dayton Independent,,All Schools,147000,,,905,NKCES,,73,11,15.1
20232024,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,905,NKCES,A1,33,4,12.1
20232024,019,CAMPBELL,147,Dayton Independent,030,Lincoln Elementary School,147030,019147030,210153000317,905,NKCES,A1,32,7,21.9
20232024,019,CAMPBELL,147,Dayton Independent,120,Regional School Programs,147120,019147120,210153002413,905,NKCES,A5,8,0,0.0
20232024,063,LAUREL,149,East Bernstadt Independent,,All Schools,149000,,,907,SESC,,33,4,12.1
20232024,063,LAUREL,149,East Bernstadt Independent,010,East Bernstadt Elementary School,149010,063149010,210159000318,907,SESC,A1,33,4,12.1
20232024,031,EDMONSON,151,Edmonson County,,All Schools,151000,,,902,GRREC,,131,19,14.5
20232024,031,EDMONSON,151,Edmonson County,020,South Edmonson Elementary School,151020,031151020,210162000319,902,GRREC,A1,31,3,9.7
20232024,031,EDMONSON,151,Edmonson County,022,Edmonson County 5/6 Center,151022,031151022,210162001985,902,GRREC,A1,18,3,16.7
20232024,031,EDMONSON,151,Edmonson County,050,Edmonson County Middle School,151050,031151050,210162000321,902,GRREC,A1,20,3,15.0
20232024,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,902,GRREC,A1,42,7,16.7
20232024,031,EDMONSON,151,Edmonson County,080,Kyrock Elementary School,151080,031151080,210162000322,902,GRREC,A1,20,3,15.0
20232024,047,HARDIN,152,Elizabethtown Independent,,All Schools,152000,,,902,GRREC,,178,50,28.1
20232024,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,902,GRREC,A1,59,18,30.5
20232024,047,HARDIN,152,Elizabethtown Independent,015,Helmwood Heights Elementary School,152015,047152015,210165000324,902,GRREC,A1,26,6,23.1
20232024,047,HARDIN,152,Elizabethtown Independent,020,Morningside Elementary School,152020,047152020,210165000325,902,GRREC,A1,27,5,18.5
20232024,047,HARDIN,152,Elizabethtown Independent,025,Panther Academy,152025,047152025,210165002319,902,GRREC,A1,15,2,13.3
20232024,047,HARDIN,152,Elizabethtown Independent,035,Talton K Stone Middle School,152035,047152035,210165000326,902,GRREC,A1,40,13,32.5
20232024,047,HARDIN,152,Elizabethtown Independent,041,Valley View Education Center,152041,047152041,210165002355,902,GRREC,A5,6,3,50.0
20232024,047,HARDIN,152,Elizabethtown Independent,045,Glen Dale Center,152045,047152045,210165002246,902,GRREC,A6,5,3,60.0
20232024,032,ELLIOTT,155,Elliott County,,All Schools,155000,,,903,KEDC,,94,17,18.1
20232024,032,ELLIOTT,155,Elliott County,100,Elliott County Primary School,155100,032155100,210168002505,903,KEDC,A1,16,0,0.0
20232024,032,ELLIOTT,155,Elliott County,270,Elliott County Intermediate School,155270,032155270,210168000330,903,KEDC,A1,20,2,10.0
20232024,032,ELLIOTT,155,Elliott County,275,Elliott County Middle School,155275,032155275,210168002504,903,KEDC,A1,25,9,36.0
20232024,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,903,KEDC,A1,33,6,18.2
20232024,052,HENRY,156,Eminence Independent,,All Schools,156000,,,906,OVEC,,82,25,30.5
20232024,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,906,OVEC,A1,46,14,30.4
20232024,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,052156020,210171000333,906,OVEC,A1,29,5,17.2
20232024,059,KENTON,157,Erlanger-Elsmere Independent,,All Schools,157000,,,905,NKCES,,195,44,22.6
20232024,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,059157003,210174000334,905,NKCES,A1,23,4,17.4
20232024,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,059157005,210174000335,905,NKCES,A1,20,5,25.0
20232024,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,059157010,210174000336,905,NKCES,A1,23,1,4.3
20232024,059,KENTON,157,Erlanger-Elsmere Independent,015,Early Learning Center,157015,059157015,210174002498,905,NKCES,A4,1,0,0.0
20232024,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,905,NKCES,A1,53,16,30.2
20232024,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,059157050,210174000338,905,NKCES,A1,20,6,30.0
20232024,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,059157060,210174000339,905,NKCES,A1,46,9,19.6
20232024,059,KENTON,157,Erlanger-Elsmere Independent,061,Bartlett Educational Center,157061,059157061,210174002313,905,NKCES,A5,9,3,33.3
20232024,033,ESTILL,161,Estill County,,All Schools,161000,,,907,SESC,,157,42,26.8
20232024,033,ESTILL,161,Estill County,011,Estill Springs Elementary,161011,033161011,210176001746,907,SESC,A1,27,2,7.4
20232024,033,ESTILL,161,Estill County,014,Estill County Success Academy,161014,033161014,210176002406,907,SESC,A5,3,1,33.3
20232024,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,033161085,210176000341,907,SESC,A1,33,16,48.5
20232024,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,907,SESC,A1,55,9,16.4
20232024,033,ESTILL,161,Estill County,220,South Irvine Early Learning Center,161220,033161220,210176000345,907,SESC,A4,9,10,111.1
20232024,033,ESTILL,161,Estill County,280,West Irvine Elementary,161280,033161280,210176000346,907,SESC,A1,30,4,13.3
20232024,010,BOYD,162,Fairview Independent,,All Schools,162000,,,903,KEDC,,46,12,26.1
20232024,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,010162011,210180001889,903,KEDC,A1,16,3,18.8
20232024,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,903,KEDC,A1,30,9,30.0
20232024,034,FAYETTE,165,Fayette County,,All Schools,165000,,,901,CKEC,,"3,005",876,29.2
20232024,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,034165005,210186000350,901,CKEC,A1,24,15,62.5
20232024,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,034165007,210186000351,901,CKEC,A1,23,11,47.8
20232024,034,FAYETTE,165,Fayette County,009,UK Early Childhood Lab,165009,034165009,210186002385,901,CKEC,A4,0,0,0.0
20232024,034,FAYETTE,165,Fayette County,012,Veterans Park Elementary School,165012,034165012,210186001421,901,CKEC,A1,42,13,31.0
20232024,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,034165015,210186000353,901,CKEC,A1,59,7,11.9
20232024,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000354,901,CKEC,A1,33,8,24.2
20232024,034,FAYETTE,165,Fayette County,021,Martin L King Acad for Excellence Alt,165021,034165021,210186001848,901,CKEC,A5,33,7,21.2
20232024,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000357,901,CKEC,A1,62,15,24.2
20232024,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000358,901,CKEC,A1,61,19,31.1
20232024,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000359,901,CKEC,A1,38,10,26.3
20232024,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,901,CKEC,A1,83,14,16.9
20232024,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,901,CKEC,A1,38,17,44.7
20232024,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,901,CKEC,A1,33,11,33.3
20232024,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,901,CKEC,A1,43,27,62.8
20232024,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,901,CKEC,A1,19,14,73.7
20232024,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,901,CKEC,A1,136,20,14.7
20232024,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,034165045,210186001987,901,CKEC,A1,36,13,36.1
20232024,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186001422,901,CKEC,A1,39,3,7.7
20232024,034,FAYETTE,165,Fayette County,054,The Stables,165054,034165054,210186002320,901,CKEC,A5,8,0,0.0
20232024,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186002426,901,CKEC,A1,23,12,52.2
20232024,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186002199,901,CKEC,A1,21,9,42.9
20232024,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,901,CKEC,A1,49,12,24.5
20232024,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186002189,901,CKEC,A1,40,11,27.5
20232024,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186002247,901,CKEC,A1,44,18,40.9
20232024,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,901,CKEC,A1,156,25,16.0
20232024,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,901,CKEC,A1,46,17,37.0
20232024,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,901,CKEC,A1,81,16,19.8
20232024,034,FAYETTE,165,Fayette County,066,Family Care Center,165066,034165066,210186002325,901,CKEC,A5,3,2,66.7
20232024,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,901,CKEC,A1,33,13,39.4
20232024,034,FAYETTE,165,Fayette County,068,Locust Trace AgriScience Center,165068,034165068,210186002362,901,CKEC,A2,18,2,11.1
20232024,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,901,CKEC,A1,37,17,45.9
20232024,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,901,CKEC,A1,29,10,34.5
20232024,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,901,CKEC,A1,53,14,26.4
20232024,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,901,CKEC,A1,27,16,59.3
20232024,034,FAYETTE,165,Fayette County,079,Fayette County Preschool Center,165079,034165079,210186002337,901,CKEC,A4,9,5,55.6
20232024,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,901,CKEC,A1,29,10,34.5
20232024,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000377,901,CKEC,A1,33,9,27.3
20232024,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186001584,901,CKEC,A1,28,9,32.1
20232024,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000378,901,CKEC,A1,36,11,30.6
20232024,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,901,CKEC,A1,19,10,52.6
20232024,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,901,CKEC,A1,52,24,46.2
20232024,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186002433,901,CKEC,A1,31,8,25.8
20232024,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186002435,901,CKEC,A1,49,21,42.9
20232024,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000382,901,CKEC,A1,64,16,25.0
20232024,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,901,CKEC,A1,113,18,15.9
20232024,034,FAYETTE,165,Fayette County,106,Rise STEM Academy for Girls,165106,034165106,210186002513,901,CKEC,A5,12,5,41.7
20232024,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,901,CKEC,A1,40,16,40.0
20232024,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,901,CKEC,A1,96,15,15.6
20232024,034,FAYETTE,165,Fayette County,130,STEAM Academy,165130,034165130,210186002341,901,CKEC,A5,24,8,33.3
20232024,034,FAYETTE,165,Fayette County,133,Success Academy,165133,034165133,210186002463,901,CKEC,A5,22,8,36.4
20232024,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000385,901,CKEC,A1,31,16,51.6
20232024,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,901,CKEC,A1,39,17,43.6
20232024,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,901,CKEC,A1,28,10,35.7
20232024,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,901,CKEC,A1,126,31,24.6
20232024,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,901,CKEC,A1,33,18,54.5
20232024,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,901,CKEC,A1,30,10,33.3
20232024,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,901,CKEC,A1,114,23,20.2
20232024,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,901,CKEC,A1,71,7,9.9
20232024,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,901,CKEC,A1,43,16,37.2
20232024,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000393,901,CKEC,A1,69,22,31.9
20232024,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,901,CKEC,A1,42,19,45.2
20232024,034,FAYETTE,165,Fayette County,270,George Washington Carver STEM Academy,165270,034165270,210186002525,901,CKEC,A5,10,4,40.0
20232024,034,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,034165275,210186002323,901,CKEC,A5,28,8,28.6
20232024,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,901,CKEC,A1,59,7,11.9
20232024,034,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,034165531,210186002486,901,CKEC,A1,32,15,46.9
20232024,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,901,CKEC,A1,33,16,48.5
20232024,034,FAYETTE,165,Fayette County,651,Audrey Grevious Center,165651,034165651,210186001480,901,CKEC,A5,8,4,50.0
20232024,034,FAYETTE,165,Fayette County,887,Fayette Pre-School,165887,034165887,210186002263,901,CKEC,A4,5,4,80.0
20232024,034,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,034165898,210186002251,901,CKEC,A5,30,7,23.3
20232024,034,FAYETTE,165,Fayette County,899,Opportunity Middle College,165899,034165899,210186002242,901,CKEC,A5,5,3,60.0
20232024,034,FAYETTE,165,Fayette County,904,Southside Technical Center,165904,034165904,210186001563,901,CKEC,A2,14,1,7.1
20232024,034,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,034165905,210186001564,901,CKEC,A2,13,5,38.5
20232024,035,FLEMING,171,Fleming County,,All Schools,171000,,,903,KEDC,,177,66,37.3
20232024,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000396,903,KEDC,A1,24,3,12.5
20232024,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000397,903,KEDC,A1,29,9,31.0
20232024,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,903,KEDC,A1,46,13,28.3
20232024,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000399,903,KEDC,A1,40,16,40.0
20232024,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000401,903,KEDC,A1,18,5,27.8
20232024,036,FLOYD,175,Floyd County,,All Schools,175000,,,904,KVEC,,451,100,22.2
20232024,036,FLOYD,175,Floyd County,010,Duff-Allen Central Elementary,175010,036175010,210195002452,904,KVEC,A1,37,9,24.3
20232024,036,FLOYD,175,Floyd County,019,Prestonsburg Elementary School,175019,036175019,210195002210,904,KVEC,A1,42,14,33.3
20232024,036,FLOYD,175,Floyd County,020,Allen Elementary School,175020,036175020,210195000403,904,KVEC,A1,32,7,21.9
20232024,036,FLOYD,175,Floyd County,021,May Valley Elementary School,175021,036175021,210195001426,904,KVEC,A1,29,5,17.2
20232024,036,FLOYD,175,Floyd County,030,South Floyd Elementary School,175030,036175030,210195002446,904,KVEC,A1,45,11,24.4
20232024,036,FLOYD,175,Floyd County,050,Renaissance Learning Center,175050,036175050,210195001004,904,KVEC,A5,14,5,35.7
20232024,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,904,KVEC,A1,45,5,11.1
20232024,036,FLOYD,175,Floyd County,115,Floyd Central High School,175115,036175115,210195002450,904,KVEC,A1,57,6,10.5
20232024,036,FLOYD,175,Floyd County,120,Betsy Layne Elementary School,175120,036175120,210195000407,904,KVEC,A1,43,11,25.6
20232024,036,FLOYD,175,Floyd County,440,James D. Adams Middle School,175440,036175440,210195001670,904,KVEC,A1,21,9,42.9
20232024,036,FLOYD,175,Floyd County,485,John M. Stumbo Elementary School,175485,036175485,210195000415,904,KVEC,A1,23,7,30.4
20232024,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000423,904,KVEC,A1,47,5,10.6
20232024,019,CAMPBELL,176,Fort Thomas Independent,,All Schools,176000,,,905,NKCES,,210,29,13.8
20232024,019,CAMPBELL,176,Fort Thomas Independent,010,Highlands High School,176010,019176010,210204000428,905,NKCES,A1,73,15,20.5
20232024,019,CAMPBELL,176,Fort Thomas Independent,011,Highlands Middle School,176011,019176011,210204001400,905,NKCES,A1,55,7,12.7
20232024,019,CAMPBELL,176,Fort Thomas Independent,020,Johnson Elementary School,176020,019176020,210204000429,905,NKCES,A1,24,2,8.3
20232024,019,CAMPBELL,176,Fort Thomas Independent,030,Moyer Elementary School,176030,019176030,210204000430,905,NKCES,A1,30,2,6.7
20232024,019,CAMPBELL,176,Fort Thomas Independent,040,Woodfill Elementary School,176040,019176040,210204000431,905,NKCES,A1,28,3,10.7
20232024,037,FRANKLIN,177,Frankfort Independent,,All Schools,177000,,,901,CKEC,,70,21,30.0
20232024,037,FRANKLIN,177,Frankfort Independent,040,Frankfort Early Learning Academy,177040,037177040,210198002334,901,CKEC,A4,2,0,0.0
20232024,037,FRANKLIN,177,Frankfort Independent,050,Second Street School,177050,037177050,210198000432,901,CKEC,A1,37,12,32.4
20232024,037,FRANKLIN,177,Frankfort Independent,070,Frankfort High School,177070,037177070,210198000433,901,CKEC,A1,27,7,25.9
20232024,037,FRANKLIN,177,Frankfort Independent,080,Panther Transition Academy,177080,037177080,210198001524,901,CKEC,A5,4,2,50.0
20232024,037,FRANKLIN,181,Franklin County,,All Schools,181000,,,906,OVEC,,379,88,23.2
20232024,037,FRANKLIN,181,Franklin County,011,The Academy,181011,037181011,210201001917,906,OVEC,A6,6,2,33.3
20232024,037,FRANKLIN,181,Franklin County,012,Franklin County Career and Technical Ctr,181012,037181012,210201002055,906,OVEC,A2,0,0,0.0
20232024,037,FRANKLIN,181,Franklin County,013,Westridge Elementary,181013,037181013,210201001989,906,OVEC,A1,23,5,21.7
20232024,037,FRANKLIN,181,Franklin County,014,Bridgeport Elementary School,181014,037181014,210201001990,906,OVEC,A1,23,4,17.4
20232024,037,FRANKLIN,181,Franklin County,015,Bondurant Middle School,181015,037181015,210201000435,906,OVEC,A1,41,17,41.5
20232024,037,FRANKLIN,181,Franklin County,016,Early Learning Village,181016,037181016,210201002219,906,OVEC,A1,20,6,30.0
20232024,037,FRANKLIN,181,Franklin County,025,Collins Lane,181025,037181025,210201000437,906,OVEC,A1,25,5,20.0
20232024,037,FRANKLIN,181,Franklin County,030,Elkhorn Middle School,181030,037181030,210201000438,906,OVEC,A1,47,11,23.4
20232024,037,FRANKLIN,181,Franklin County,035,Elkhorn Elementary School,181035,037181035,210201000439,906,OVEC,A1,20,6,30.0
20232024,037,FRANKLIN,181,Franklin County,040,Franklin County High School,181040,037181040,210201000440,906,OVEC,A1,69,13,18.8
20232024,037,FRANKLIN,181,Franklin County,045,Hearn Elementary,181045,037181045,210201000441,906,OVEC,A1,21,2,9.5
20232024,037,FRANKLIN,181,Franklin County,050,Peaks Mill Elementary,181050,037181050,210201000442,906,OVEC,A1,22,5,22.7
20232024,037,FRANKLIN,181,Franklin County,070,Western Hills High School,181070,037181070,210201001420,906,OVEC,A1,57,11,19.3
20232024,037,FRANKLIN,181,Franklin County,072,William Cofield High School,181072,037181072,210201002471,906,OVEC,A5,3,1,33.3
20232024,037,FRANKLIN,181,Franklin County,075,Future Forward Education & Career Center,181075,037181075,210201002518,906,OVEC,A6,2,0,0.0
20232024,038,FULTON,185,Fulton County,,All Schools,185000,,,908,WKEC,,53,19,35.8
20232024,038,FULTON,185,Fulton County,015,Fulton County Middle School,185015,038185015,210210002480,908,WKEC,A1,14,10,71.4
20232024,038,FULTON,185,Fulton County,020,Fulton County Elementary,185020,038185020,210210002113,908,WKEC,A1,21,5,23.8
20232024,038,FULTON,185,Fulton County,030,Fulton County High School,185030,038185030,210210000445,908,WKEC,A1,18,4,22.2
20232024,038,FULTON,186,Fulton Independent,,All Schools,186000,,,908,WKEC,,36,9,25.0
20232024,038,FULTON,186,Fulton Independent,018,Fulton Independent School,186018,038186018,210207002205,908,WKEC,A1,36,9,25.0
20232024,039,GALLATIN,191,Gallatin County,,All Schools,191000,,,906,OVEC,,131,40,30.5
20232024,039,GALLATIN,191,Gallatin County,005,Gallatin County Middle School,191005,039191005,210213001609,906,OVEC,A1,28,12,42.9
20232024,039,GALLATIN,191,Gallatin County,006,Gallatin County Upper Elementary,191006,039191006,210213001850,906,OVEC,A1,26,9,34.6
20232024,039,GALLATIN,191,Gallatin County,010,Gallatin County Lower Elementary,191010,039191010,210213000450,906,OVEC,A1,33,7,21.2
20232024,039,GALLATIN,191,Gallatin County,020,Gallatin County High School,191020,039191020,210213000451,906,OVEC,A1,44,12,27.3
20232024,040,GARRARD,195,Garrard County,,All Schools,195000,,,907,SESC,,214,51,23.8
20232024,040,GARRARD,195,Garrard County,050,Camp Dick Robinson Elementary School,195050,040195050,210216000454,907,SESC,A1,39,8,20.5
20232024,040,GARRARD,195,Garrard County,060,Garrard County High School,195060,040195060,210216000455,907,SESC,A1,66,19,28.8
20232024,040,GARRARD,195,Garrard County,070,Garrard Middle School,195070,040195070,210216001672,907,SESC,A1,46,12,26.1
20232024,040,GARRARD,195,Garrard County,090,Paint Lick Elementary School,195090,040195090,210216000456,907,SESC,A1,30,5,16.7
20232024,040,GARRARD,195,Garrard County,220,Lancaster Elementary School,195220,040195220,210216000457,907,SESC,A1,33,7,21.2
20232024,005,BARREN,197,Glasgow Independent,,All Schools,197000,,,902,GRREC,,207,31,15.0
20232024,005,BARREN,197,Glasgow Independent,002,Success Academy,197002,005197002,210222002215,902,GRREC,A5,1,1,100.0
20232024,005,BARREN,197,Glasgow Independent,013,Highland Elementary School,197013,005197013,210222001991,902,GRREC,A1,53,6,11.3
20232024,005,BARREN,197,Glasgow Independent,015,Happy Valley Learning Center,197015,005197015,210222002101,902,GRREC,A5,2,0,0.0
20232024,005,BARREN,197,Glasgow Independent,030,Glasgow High School,197030,005197030,210222000461,902,GRREC,A1,65,7,10.8
20232024,005,BARREN,197,Glasgow Independent,035,Glasgow Middle School,197035,005197035,210222000402,902,GRREC,A1,39,12,30.8
20232024,005,BARREN,197,Glasgow Independent,065,South Green Elementary School,197065,005197065,210222001565,902,GRREC,A1,47,5,10.6
20232024,041,GRANT,201,Grant County,,All Schools,201000,,,906,OVEC,,249,63,25.3
20232024,041,GRANT,201,Grant County,016,Sherman Elementary,201016,041201016,210225002201,906,OVEC,A1,32,9,28.1
20232024,041,GRANT,201,Grant County,020,Crittenden-Mt. Zion Elementary,201020,041201020,210225000465,906,OVEC,A1,35,12,34.3
20232024,041,GRANT,201,Grant County,030,Dry Ridge Elementary,201030,041201030,210225000466,906,OVEC,A1,29,7,24.1
20232024,041,GRANT,201,Grant County,040,Grant County High School,201040,041201040,210225000467,906,OVEC,A1,73,22,30.1
20232024,041,GRANT,201,Grant County,050,Mason-Corinth Elementary,201050,041201050,210225001701,906,OVEC,A1,24,5,20.8
20232024,041,GRANT,201,Grant County,080,Grant County Middle School,201080,041201080,210225000469,906,OVEC,A1,56,8,14.3
20232024,042,GRAVES,205,Graves County,,All Schools,205000,,,908,WKEC,,305,67,22.0
20232024,042,GRAVES,205,Graves County,011,Mayfield Youth Development Center,205011,042205011,210228001754,908,WKEC,A6,2,0,0.0
20232024,042,GRAVES,205,Graves County,012,Gateway Academy High School,205012,042205012,210228001924,908,WKEC,A5,1,0,0.0
20232024,042,GRAVES,205,Graves County,013,Graves County Central Elementary,205013,042205013,210228001992,908,WKEC,A1,36,10,27.8
20232024,042,GRAVES,205,Graves County,040,Fancy Farm Elementary School,205040,042205040,210228000471,908,WKEC,A1,22,5,22.7
20232024,042,GRAVES,205,Graves County,060,Farmington Elementary School,205060,042205060,210228000473,908,WKEC,A1,24,2,8.3
20232024,042,GRAVES,205,Graves County,100,Graves County Middle School,205100,042205100,210228001436,908,WKEC,A1,43,14,32.6
20232024,042,GRAVES,205,Graves County,150,Sedalia Elementary School,205150,042205150,210228000477,908,WKEC,A1,24,4,16.7
20232024,042,GRAVES,205,Graves County,170,Symsonia Elementary School,205170,042205170,210228000479,908,WKEC,A1,28,5,17.9
20232024,042,GRAVES,205,Graves County,200,Wingo Elementary School,205200,042205200,210228000481,908,WKEC,A1,36,8,22.2
20232024,042,GRAVES,205,Graves County,215,Graves County High School,205215,042205215,210228001490,908,WKEC,A1,89,19,21.3
20232024,043,GRAYSON,211,Grayson County,,All Schools,211000,,,902,GRREC,,313,55,17.6
20232024,043,GRAYSON,211,Grayson County,005,Grayson County Schools Preschool Center,211005,043211005,210230002526,902,GRREC,A4,0,0,0.0
20232024,043,GRAYSON,211,Grayson County,010,H W Wilkey Elementary School,211010,043211010,210230000483,902,GRREC,A1,40,9,22.5
20232024,043,GRAYSON,211,Grayson County,030,Caneyville Elementary School,211030,043211030,210230000484,902,GRREC,A1,32,5,15.6
20232024,043,GRAYSON,211,Grayson County,050,Oran P Lawler Elementary School,211050,043211050,210230001702,902,GRREC,A1,32,6,18.8
20232024,043,GRAYSON,211,Grayson County,080,Clarkson Elementary School,211080,043211080,210230000485,902,GRREC,A1,51,6,11.8
20232024,043,GRAYSON,211,Grayson County,085,Grayson County High School,211085,043211085,210230000486,902,GRREC,A1,86,16,18.6
20232024,043,GRAYSON,211,Grayson County,095,Grayson County Middle School,211095,043211095,210230000487,902,GRREC,A1,70,13,18.6
